新老品标签,国家,PID,SPU,shop_name,二级类目,三级类目,店铺评分,首图 url,上架时间,商品卡日均占比,GPM分层,可用库存,销量排名,是否在联盟,商品详情页URL,营销价
新老品,US,1731899640523821919,S251010010150,Chic Curves,大码女装,女士下装,4.3,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/8b51375a58ec4b6486e88cfe005a540e~tplv-g9dfdl17fc-origin-image.image,2025/10/13,,高GPM,1633,1,In Affiliate,https://shop.tiktok.com/view/product/1731899640523821919?region=US&locale=en,23.7
新老品,US,1732098338295485006,S251128046077,ChicVibe Fashion,标码女装,女士套装及西服,4.4,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/80da0aa4a0234d928b24b9bbd46b73d9~tplv-g9dfdl17fc-origin-image.image,2025/12/1,,,6989,2,In Affiliate,https://shop.tiktok.com/view/product/1732098338295485006?region=US&locale=en,11.6
新老品,US,1732390143910580334,S260508026117,Soft Frame,标码女装,女士套装及西服,4.2,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/f3bbeaedbd944769bda9f9944897e1c3~tplv-g9dfdl17fc-origin-image.image,2026/5/13,,,2348,3,In Affiliate,https://shop.tiktok.com/view/product/1732390143910580334?region=US&locale=en,22.8
新老品,US,1732286763402563671,S260312021243,Novelife,标码女装,女士套装及西服,4.6,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/f749d3fff55747e9abcae0c8b7bfe08a~tplv-g9dfdl17fc-origin-image.image,2026/3/24,,,3984,4,In Affiliate,https://shop.tiktok.com/view/product/1732286763402563671?region=US&locale=en,21.4
新老品,GB,1729443457023904835,S241205008501,Chic Unique Designs,标码女装,女士下装,5,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/4eba5d1990ea41d6bed15573cfe951d4~tplv-g9dfdl17fc-origin-image.image,2024/12/18,,,4385,1,In Affiliate,https://shop.tiktok.com/view/product/1729443457023904835?region=GB&locale=en,9.4
新老品,US,1731425592130637993,S250616014603,Sylure,标码女装,女士套装及西服,4.7,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/de2a53258a9a45d2b40618a2a9f26f04~tplv-g9dfdl17fc-origin-image.image,2025/7/8,,,3515,5,In Affiliate,https://shop.tiktok.com/view/product/1731425592130637993?region=US&locale=en,17.2
新老品,US,1732313618323050648,S260331062310,Oohneed,标码女装,女士套装及西服,4.1,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/1b458d55e31d425db35994daea3f8f6b~tplv-g9dfdl17fc-origin-image.image,2026/4/10,,,5256,7,In Affiliate,https://shop.tiktok.com/view/product/1732313618323050648?region=US&locale=en,22.7
新老品,US,1732308776985924240,S260327056318,LILI.AN.SHOP,大码女装,女士上装,4.2,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/112a8f14e7494d8a87698210c0af637e~tplv-g9dfdl17fc-origin-image.image,2026/4/5,,,3313,8,In Affiliate,https://shop.tiktok.com/view/product/1732308776985924240?region=US&locale=en,14
新老品,GB,1729508782622612419,S250508013693,Calorie Club,标码女装,女士套装及西服,4.7,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/db875a8605a14daca0a3defc26af3125~tplv-g9dfdl17fc-origin-image.image,2025/5/15,,高GPM,10542,2,In Affiliate,https://shop.tiktok.com/view/product/1729508782622612419?region=GB&locale=en,25.1
新老品,GB,1729793508629125311,S260407049171,Evilyn chic,标码女装,女士套装及西服,4.7,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/2e8c85dcf0de48d4b94709f8e207e704~tplv-g9dfdl17fc-origin-image.image,2026/4/15,,高GPM,2668,3,In Affiliate,https://shop.tiktok.com/view/product/1729793508629125311?region=GB&locale=en,15.5
新老品,GB,1729490452571986000,S250316007676,chic angel,标码女装,女士下装,4.4,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/02b017aa43d64dc1b47cdfff4270bd7e~tplv-g9dfdl17fc-origin-image.image,2025/4/20,,高GPM,2509,4,In Affiliate,https://shop.tiktok.com/view/product/1729490452571986000?region=GB&locale=en,13.9
新老品,US,1732353486527238978,S260418002528,Aliling Store,标码女装,女士下装,4.6,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/21ab2a9b718a4b28b8a54c5a8dc4c139~tplv-g9dfdl17fc-origin-image.image,2026/4/24,,高GPM,1715,9,In Affiliate,https://shop.tiktok.com/view/product/1732353486527238978?region=US&locale=en,24.1
新老品,US,1729479845478241357,S260128044038,YarnPop,标码女装,女士针织衫,4.8,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/0e441397aa6f42039fbb00573da8e78d~tplv-g9dfdl17fc-origin-image.image,2026/1/30,,,3295,10,In Affiliate,https://shop.tiktok.com/view/product/1729479845478241357?region=US&locale=en,11.8
新老品,GB,1729821136465402041,S260506027967,Qianyun Clothing,标码女装,女士套装及西服,2.3,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/7929936db61648e594a4e9c4321e7b93~tplv-g9dfdl17fc-origin-image.image,2026/5/6,,高GPM,2380,5,In Affiliate,https://shop.tiktok.com/view/product/1729821136465402041?region=GB&locale=en,19.2
新老品,US,1732258147779121592,S260124047532,Hugcitar,标码女装,女士套装及西服,4.4,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/7c9bf07296034706aaa6f7853370217e~tplv-g9dfdl17fc-origin-image.image,2026/2/4,,,2345,12,In Affiliate,https://shop.tiktok.com/view/product/1732258147779121592?region=US&locale=en,26.1
新老品,US,1732406183801033396,S260520028226,VIPCHIC,标码女装,女士下装,3.2,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/a75f3f2be19942ab912391fabede6ffc~tplv-g9dfdl17fc-origin-image.image,2026/5/26,,,3097,13,In Affiliate,https://shop.tiktok.com/view/product/1732406183801033396?region=US&locale=en,18
新老品,GB,1729825880033499246,S260508026117,Soft Frame,标码女装,女士套装及西服,4.7,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/f3bbeaedbd944769bda9f9944897e1c3~tplv-g9dfdl17fc-origin-image.image,2026/5/13,,,2348,6,In Affiliate,https://shop.tiktok.com/view/product/1729825880033499246?region=GB&locale=en,21.8
新老品,US,1732402613314949516,S260518008263,Jane Mano,标码女装,女士下装,3.8,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/5435821731104af8a91b9069f80b232c~tplv-g9dfdl17fc-origin-image.image,2026/5/23,,,2338,14,In Affiliate,https://shop.tiktok.com/view/product/1732402613314949516?region=US&locale=en,20.3
新老品,US,1732197469032321255,S260105096548,NovaMode.,标码女装,女士下装,4.5,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/3ad7b2b39b2a41c6a96308a9f42c1e64~tplv-g9dfdl17fc-origin-image.image,2026/1/12,,,2985,15,In Affiliate,https://shop.tiktok.com/view/product/1732197469032321255?region=US&locale=en,20
新老品,US,1732076557935350065,S251121061352,Hawthaw Women Apparel,标码女装,女士套装及西服,4,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/6386b2eb94294202a195d19ff7bf0314~tplv-g9dfdl17fc-origin-image.image,2025/12/5,,,4283,18,In Affiliate,https://shop.tiktok.com/view/product/1732076557935350065?region=US&locale=en,15.9
新老品,US,1732258417239494779,S260124060956,ROVELA Clothing,标码女装,女士套装及西服,4.2,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/23873652473842dc9a19d0bcf3230859~tplv-g9dfdl17fc-origin-image.image,2026/1/27,,高GPM,5570,19,In Affiliate,https://shop.tiktok.com/view/product/1732258417239494779?region=US&locale=en,23.3
新老品,GB,1729409495036104543,S240516003315,SaltWhite,标码女装,女士下装,4.9,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/56309e7873964b5cb89714018b028d83~tplv-g9dfdl17fc-origin-image.image,2024/5/23,,高GPM,5203,8,In Affiliate,https://shop.tiktok.com/view/product/1729409495036104543?region=GB&locale=en,13
新老品,US,1732296156486537412,S260318058158,FACIO Direct,标码女装,女士针织衫,4.2,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/a77d979863324096b0bb0e4fcca3bc92~tplv-g9dfdl17fc-origin-image.image,2026/3/20,,,1291,20,In Affiliate,https://shop.tiktok.com/view/product/1732296156486537412?region=US&locale=en,19.3
新老品,US,1729479925562053719,S260128062588,Novelife,标码女装,女士套装及西服,4.6,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/ed29d68870fe44339022fede090d1113~tplv-g9dfdl17fc-origin-image.image,2026/3/10,,,1554,21,In Affiliate,https://shop.tiktok.com/view/product/1729479925562053719?region=US&locale=en,27.1
新老品,GB,1729443418996051651,S241207002820,Fulian fashion,标码女装,女士套装及西服,4.6,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/a2bf8a8a14dc43c7b06d0acc1a43fdba~tplv-g9dfdl17fc-origin-image.image,2024/12/18,,高GPM,1191,9,In Affiliate,https://shop.tiktok.com/view/product/1729443418996051651?region=GB&locale=en,21.5
新老品,GB,1729514985086098106,S250517011022,MIXIFashion,标码女装,女士套装及西服,4.6,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/f567e9769f99423da7e4ac4d7805e782~tplv-g9dfdl17fc-origin-image.image,2025/5/23,,高GPM,7897,10,In Affiliate,https://shop.tiktok.com/view/product/1729514985086098106?region=GB&locale=en,19.5
新老品,GB,1729781542635084589,S260317032902,CHAENIL,标码女装,女士套装及西服,4.7,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/423cee8325cd4d3da49c604affdb3f38~tplv-g9dfdl17fc-origin-image.image,2026/4/30,,高GPM,1145,11,In Affiliate,https://shop.tiktok.com/view/product/1729781542635084589?region=GB&locale=en,21.3
新老品,US,1730346143462887864,S241216003667,Hugcitar,标码女装,女士套装及西服,4.4,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/33b7051f6eb143958dc938584d0d9784~tplv-g9dfdl17fc-origin-image.image,2024/12/24,,,4830,22,In Affiliate,https://shop.tiktok.com/view/product/1730346143462887864?region=US&locale=en,23.1
新老品,GB,1729451270051827526,S241229002061,Chic Panthers,标码女装,女士下装,4.8,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/14420abd5ac245b7adf6cca06dedf36a~tplv-g9dfdl17fc-origin-image.image,2025/1/11,,高GPM,622,12,In Affiliate,https://shop.tiktok.com/view/product/1729451270051827526?region=GB&locale=en,13
新老品,GB,1729778496887822423,S260312021243,Novelife,标码女装,女士套装及西服,4.6,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/f749d3fff55747e9abcae0c8b7bfe08a~tplv-g9dfdl17fc-origin-image.image,2026/3/24,,,3984,14,In Affiliate,https://shop.tiktok.com/view/product/1729778496887822423?region=GB&locale=en,22.6
新老品,US,1732361826291257881,S260423031134,chrzz,标码女装,女士套装及西服,5,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/7de3c13a039f4c19957a8af24a7158d8~tplv-g9dfdl17fc-origin-image.image,2026/4/23,,,2010,23,In Affiliate,https://shop.tiktok.com/view/product/1732361826291257881?region=US&locale=en,29.6
新老品,US,1732015321642275159,S251103029462,FOXCLAW Curve,大码女装,女士上装,4,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/6b497720df5a464499907b4cd05ce875~tplv-g9dfdl17fc-origin-image.image,2025/11/16,,高GPM,6038,25,In Affiliate,https://shop.tiktok.com/view/product/1732015321642275159?region=US&locale=en,15
新老品,US,1732328454721082319,S260409019475,Celdra,标码女装,女士套装及西服,4.2,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/7f8fac220f7f477cb6cdafe0938c75e4~tplv-g9dfdl17fc-origin-image.image,2026/4/19,,,2040,26,In Affiliate,https://shop.tiktok.com/view/product/1732328454721082319?region=US&locale=en,19.1
新老品,GB,1729826450466904878,S260509016167,Einsamw,标码女装,女士套装及西服,4.7,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/3d2e4d701d034018b25c4dc3689f544a~tplv-g9dfdl17fc-origin-image.image,2026/5/18,,高GPM,519,16,In Affiliate,https://shop.tiktok.com/view/product/1729826450466904878?region=GB&locale=en,30.5
新老品,GB,1729725491230776207,S251210094198,FianiVibe,标码女装,女士套装及西服,4.7,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/58a1fdaf2953416f97abaedce436f337~tplv-g9dfdl17fc-origin-image.image,2025/12/20,,,1872,17,In Affiliate,https://shop.tiktok.com/view/product/1729725491230776207?region=GB&locale=en,16.6
新老品,GB,1729726598298114171,S251210154917,ROVELA Clothing,标码女装,女士下装,4.8,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/c4af70f693f540199170f60f332e6c0b~tplv-g9dfdl17fc-origin-image.image,2025/12/23,,,4551,18,In Affiliate,https://shop.tiktok.com/view/product/1729726598298114171?region=GB&locale=en,12.5
新老品,US,1732153774993739945,S251217092425,Sylure,标码女装,女士套装及西服,4.7,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/c79fb4831bc14bbab74a98ad1cc3defd~tplv-g9dfdl17fc-origin-image.image,2025/12/31,,,760,27,In Affiliate,https://shop.tiktok.com/view/product/1732153774993739945?region=US&locale=en,26.3
新老品,US,1732340124728660725,S260411011378,SJQ Women's Clothing,标码女装,女士套装及西服,4,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/86b4258c3c464bd29f69d770c078f5e0~tplv-g9dfdl17fc-origin-image.image,2026/4/18,,高GPM,7397,28,In Affiliate,https://shop.tiktok.com/view/product/1732340124728660725?region=US&locale=en,19.6
新老品,GB,1729663510375667758,S251016007317,Tuo Go,标码女装,女士穆斯林服饰,4.8,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/9919f7357a564df0bf7fd3cc6974c1df~tplv-g9dfdl17fc-origin-image.image,2025/10/21,,,2928,19,In Affiliate,https://shop.tiktok.com/view/product/1729663510375667758?region=GB&locale=en,15.1
新老品,GB,1729428040262258251,S240905000268,StreetWeat Outfits,标码女装,女士下装,4.7,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/d8da177626624efdaf1c8f22a78ef0d5~tplv-g9dfdl17fc-origin-image.image,2024/9/25,,,4372,20,In Affiliate,https://shop.tiktok.com/view/product/1729428040262258251?region=GB&locale=en,12.9
新老品,US,1731180402442277182,S250505013441,Sleek Nova,标码女装,女士套装及西服,4.3,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/6b0eb3cee7c44376ae6dae3fc4e4c49b~tplv-g9dfdl17fc-origin-image.image,2025/5/17,,,6316,29,In Affiliate,https://shop.tiktok.com/view/product/1731180402442277182?region=US&locale=en,17.1
新老品,GB,1729788013078943811,S260329023012,Chic Unique Designs,标码女装,女士下装,5,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/13a6cf1b93c346aab07a1141ed24cc61~tplv-g9dfdl17fc-origin-image.image,2026/4/3,,高GPM,255,21,In Affiliate,https://shop.tiktok.com/view/product/1729788013078943811?region=GB&locale=en,13.2
新老品,GB,1729440910999260997,S241203004194,ZANZEA CHOICE,标码女装,女士套装及西服,4.1,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/6e07e6c807f646f399a3ccff6cdda0ce~tplv-g9dfdl17fc-origin-image.image,2024/12/11,,,2904,22,In Affiliate,https://shop.tiktok.com/view/product/1729440910999260997?region=GB&locale=en,28.4
新老品,US,1732166243047805703,S251222168249,UNITHORSE,大码女装,女士连衣裙,3.2,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/38da67cb08924ee5815d7b67faf01b1c~tplv-g9dfdl17fc-origin-image.image,2025/12/22,,高GPM,843,31,In Affiliate,https://shop.tiktok.com/view/product/1732166243047805703?region=US&locale=en,50
新老品,US,1731237552990950032,S250418014953,LILI.AN.SHOP,大码女装,连体衣,4.2,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/df662efe5ffd4673841880afb6d39a03~tplv-g9dfdl17fc-origin-image.image,2025/5/30,,高GPM,1787,32,In Affiliate,https://shop.tiktok.com/view/product/1731237552990950032?region=US&locale=en,22.3
新老品,US,1732229235456119030,S260116031981,ASTYR,标码女装,女士套装及西服,4.7,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/86ac951f505141d39e3f26564de3a216~tplv-g9dfdl17fc-origin-image.image,2026/1/26,,,2786,33,In Affiliate,https://shop.tiktok.com/view/product/1732229235456119030?region=US&locale=en,12.2
新老品,US,1730482107697172556,S250108002885,KAYWIDE Resort,标码女装,女士套装及西服,3.4,https://p16-she-va.ibyteimg.com/tos-maliva-i-g9dfdl17fc-us/4a9826071e444a72aabff01d56cb0eaf~tplv-g9dfdl17fc-origin-image.image,2025/1/12,,,1199,34,In Affiliate,https://shop.tiktok.com/view/product/1730482107697172556?region=US&locale=en,16.2
新老品,US,1730995115107586816,S250318015748,FashionNove,标码女装,女士下装,4.3,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/1424de20bcde4b6f861c8575293bf493~tplv-g9dfdl17fc-origin-image.image,2025/4/7,,高GPM,641,35,In Affiliate,https://shop.tiktok.com/view/product/1730995115107586816?region=US&locale=en,21.7
新老品,GB,1729751277761042743,S260114047565,EVANDAL,标码女装,女士套装及西服,4.7,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/77f18fb40b7d4e599dfe06b9f126a594~tplv-g9dfdl17fc-origin-image.image,2026/2/2,,高GPM,2410,23,In Affiliate,https://shop.tiktok.com/view/product/1729751277761042743?region=GB&locale=en,21.8
新老品,US,1731587443170251178,S250801010427,Perform Quirky,标码女装,女士下装,4.9,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/3bcaf783df1f48e2a24c292fd209f137~tplv-g9dfdl17fc-origin-image.image,2025/8/9,,,5306,36,In Affiliate,https://shop.tiktok.com/view/product/1731587443170251178?region=US&locale=en,9.4
新老品,GB,1729794195037985731,S260408047252,Calorie Club,标码女装,女士下装,4.7,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/b71303b0ffa94175953191505bdce052~tplv-g9dfdl17fc-origin-image.image,2026/4/8,,,2248,24,In Affiliate,https://shop.tiktok.com/view/product/1729794195037985731?region=GB&locale=en,14.4
新老品,US,1732354445869224279,S260419009221,FOXCLAW Curve,大码女装,牛仔,4,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/c5d46b83440b4729b62c296ad4263701~tplv-g9dfdl17fc-origin-image.image,2026/5/5,,高GPM,2190,37,In Affiliate,https://shop.tiktok.com/view/product/1732354445869224279?region=US&locale=en,23.3
新老品,US,1732293512896483834,S260317002127,Elegant Finjani,大码女装,女士连衣裙,4.5,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/95624fe9c2de4010924d9bc15e555997~tplv-g9dfdl17fc-origin-image.image,2026/3/17,,高GPM,3469,38,In Affiliate,https://shop.tiktok.com/view/product/1732293512896483834?region=US&locale=en,15
新老品,GB,1729454844760919596,S241207006420,Lefter Shorts,标码女装,女士下装,4.9,https://p16-she-va.ibyteimg.com/tos-maliva-i-g9dfdl17fc-us/b2d1dd6d63224e6ba11f315e384743cb~tplv-g9dfdl17fc-origin-image.image,2025/1/19,内容场占比低,,1943,25,In Affiliate,https://shop.tiktok.com/view/product/1729454844760919596?region=GB&locale=en,10.1
新老品,US,1732243965159772236,S260120021508,KAYWIDE Resort,标码女装,女士套装及西服,3.4,https://p16-she-va.ibyteimg.com/tos-maliva-i-g9dfdl17fc-us/4f046230bb9547bdbc77dca6a4984e60~tplv-g9dfdl17fc-origin-image.image,2026/1/22,,,1512,39,In Affiliate,https://shop.tiktok.com/view/product/1732243965159772236?region=US&locale=en,18.8
新老品,GB,1729785637170878544,S260325010992,chic angel,标码女装,女士套装及西服,4.4,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/646645f9d7a04d1eb185906549a88810~tplv-g9dfdl17fc-origin-image.image,2026/4/12,,,4154,27,In Affiliate,https://shop.tiktok.com/view/product/1729785637170878544?region=GB&locale=en,20.5
新老品,GB,1729759616128358487,S260128034607,Novelife,标码女装,女士套装及西服,4.6,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/a69ee07eb8e847d4897d7345e2475bd2~tplv-g9dfdl17fc-origin-image.image,2026/3/5,,高GPM,135,28,In Affiliate,https://shop.tiktok.com/view/product/1729759616128358487?region=GB&locale=en,19.3
新老品,US,1731094508494295089,S250407007878,Katlynne,标码女装,女士套装及西服,4.7,https://p16-she-va.ibyteimg.com/tos-maliva-i-g9dfdl17fc-us/978f17bd1bad404f979e0f1364880267~tplv-g9dfdl17fc-origin-image.image,2025/4/27,,,2327,41,In Affiliate,https://shop.tiktok.com/view/product/1731094508494295089?region=US&locale=en,17.6
新老品,US,1729584188490879281,S240803005144,Hawthaw Women Apparel,标码女装,女士套装及西服,4,https://p16-she-va.ibyteimg.com/tos-maliva-i-g9dfdl17fc-us/f98c937199a142c78853cdc5eea646da~tplv-g9dfdl17fc-origin-image.image,2024/8/12,,,3766,42,In Affiliate,https://shop.tiktok.com/view/product/1729584188490879281?region=US&locale=en,16
新老品,US,1729463958325923978,S240326007867,YFX Fashion,大码女装,女士上装,4.5,https://p16-she-va.ibyteimg.com/tos-maliva-i-g9dfdl17fc-us/68e4092b3c97495f9b6b91b79e46fcd0~tplv-g9dfdl17fc-origin-image.image,2024/4/12,,,7643,43,In Affiliate,https://shop.tiktok.com/view/product/1729463958325923978?region=US&locale=en,11.6
新老品,US,1732101414871863986,S251129090742,Budhaul,标码女装,女士套装及西服,4.3,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/85f1ebc750c546b4ba840120e3189faf~tplv-g9dfdl17fc-origin-image.image,2025/12/2,,,1370,44,In Affiliate,https://shop.tiktok.com/view/product/1732101414871863986?region=US&locale=en,22.1
新老品,US,1729501337286710615,S260308005120,FOXCLAW Curve,大码女装,女士下装,4,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/5f9606f1d2fc41ab83746b64d0a7e2db~tplv-g9dfdl17fc-origin-image.image,2026/3/25,,,1281,45,In Affiliate,https://shop.tiktok.com/view/product/1729501337286710615?region=US&locale=en,17
新老品,GB,1729800750573984606,S260416035491,Mayins,标码女装,女士套装及西服,4.5,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/0e87ae9dce1c43799e07e61e22f7a1ff~tplv-g9dfdl17fc-origin-image.image,2026/4/27,,,2031,29,In Affiliate,https://shop.tiktok.com/view/product/1729800750573984606?region=GB&locale=en,20.1
新老品,US,1732400997675929790,S260516023920,Wake Seasons,标码女装,女士下装,4.1,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/8c10aec097b344f79648280b07a61bb5~tplv-g9dfdl17fc-origin-image.image,2026/5/16,,,284851,46,In Affiliate,https://shop.tiktok.com/view/product/1732400997675929790?region=US&locale=en,27.1
新老品,US,1732258014251487280,S260102036483,Eastoon Stars,标码女装,女士下装,4.2,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/a0811673aa7047818a2723e7b6c5d984~tplv-g9dfdl17fc-origin-image.image,2026/1/7,,高GPM,2210,47,In Affiliate,https://shop.tiktok.com/view/product/1732258014251487280?region=US&locale=en,21.7
新老品,US,1732174576458895403,S251225067766,Yinos Fashion,标码女装,女士套装及西服,4.7,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/d2b70a15bb904a1089edbe1fc6e3a4ba~tplv-g9dfdl17fc-origin-image.image,2026/1/8,,,4814,48,In Affiliate,https://shop.tiktok.com/view/product/1732174576458895403?region=US&locale=en,21.8
新老品,GB,1729844468350294569,S260606026762,Trend Savage,标码女装,女士套装及西服,4.3,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/01a1638b515c4b1f97544db6f5363813~tplv-g9dfdl17fc-origin-image.image,2026/6/14,,,465,30,In Affiliate,https://shop.tiktok.com/view/product/1729844468350294569?region=GB&locale=en,22.9
新老品,US,1730869120182948396,S250216006757,Lefter Shorts,标码女装,女士下装,4.9,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/de5aa2aa8b4240ed96f18e987270a05d~tplv-g9dfdl17fc-origin-image.image,2025/3/14,,,4687,49,In Affiliate,https://shop.tiktok.com/view/product/1730869120182948396?region=US&locale=en,12.3
新老品,US,1732391157087375408,S260507026226,Eastoon Stars,标码女装,女士下装,4.2,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/45f580f8f83a4748bbecdf62d6757f7a~tplv-g9dfdl17fc-origin-image.image,2026/5/16,,,516,50,In Affiliate,https://shop.tiktok.com/view/product/1732391157087375408?region=US&locale=en,20.5
新老品,US,1732357311623434842,S260421023074,Orgnvin,标码女装,女士针织衫,4.3,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/8c1affa7831d42cdbea43b1c7bc649db~tplv-g9dfdl17fc-origin-image.image,2026/4/21,,,2694,51,In Affiliate,https://shop.tiktok.com/view/product/1732357311623434842?region=US&locale=en,21.4
新老品,US,1732315749824041023,S260324066860,Feimeng clothing,标码女装,女士下装,4.4,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/f40e994fcf594399804b1f4b6b53073d~tplv-g9dfdl17fc-origin-image.image,2026/4/17,,,2301,52,In Affiliate,https://shop.tiktok.com/view/product/1732315749824041023?region=US&locale=en,11.5
新老品,US,1732298636566762185,S260320012541,Dynoppy,标码女装,女士套装及西服,4.4,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/23684f19f29d4d528ed9c7b8d6aa27a5~tplv-g9dfdl17fc-origin-image.image,2026/3/20,,,691,53,In Affiliate,https://shop.tiktok.com/view/product/1732298636566762185?region=US&locale=en,28.5
新老品,GB,1729754723835484236,S260120021508,KAYWIDE Resort,标码女装,女士套装及西服,4.6,https://p16-she-va.ibyteimg.com/tos-maliva-i-g9dfdl17fc-us/4987d4b447bd4faa96de309006c6c8b5~tplv-g9dfdl17fc-origin-image.image,2026/1/22,,,1512,31,In Affiliate,https://shop.tiktok.com/view/product/1729754723835484236?region=GB&locale=en,17.7
新老品,US,1732357342020539386,S260421023266,Lira Maison,标码女装,女士套装及西服,3.7,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/4de8bf31a73e4e0783148d598386c14a~tplv-g9dfdl17fc-origin-image.image,2026/5/3,,,2043,54,In Affiliate,https://shop.tiktok.com/view/product/1732357342020539386?region=US&locale=en,22.3
新老品,GB,1729499272364202027,S250426010543,Yinos Fashion,标码女装,女士套装及西服,4.8,https://p16-she-va.ibyteimg.com/tos-alisg-i-f7lenjegsh-sg/3ec02b307abb4390ba119bd5166b4f65~tplv-g9dfdl17fc-origin-image.image,2025/5/2,,,2885,32,In Affiliate,https://shop.tiktok.com/view/product/1729499272364202027?region=GB&locale=en,14.6
